;Код ДС;состояние площадки;Площадь;Генпроектировщик;Генподрядчик;Кол-во рабочих;date_report
1054;019-0428;Свободна, передана;9067.1;12;4;42.0;2023.02.08
1055;020-0684;Занята;2488.6;1;2;;2023.02.08
1056;019-0467;Свободна, передана;11215.0;10;8;70.0;2023.02.08
1057;019-0482;Свободна, снос завершен (для объектов сноса);16442.0;10;8;;2023.02.08
1059;019-0481;Свободна, передана;15122.0;13;9;184.0;2023.02.08
1060;019-0473;Свободна, передана;11507.82;14;10;0.0;2023.02.08
1061;019-0472;Свободна, передана;5318.0;15;11;9.0;2023.02.08
1063;019-0477;Свободна, передана;3592.7;16;12;67.0;2023.02.08
1064;019-0474;Свободна, передана;11561.12;17;13;339.0;2023.02.08
1065;019-0475;Свободна, передана;12032.12;18;14;305.0;2023.02.08
1066;019-0465;Свободна, передана;4624.3;10;8;20.0;2023.02.08
1067;019-0483;Свободна, передана;16366.63;19;11;306.0;2023.02.08
1068;019-0469;Свободна, передана;9411.0;20;1;162.0;2023.02.08
1069;019-0478;Свободна, передана;21197.0;20;3;97.0;2023.02.08
1070;020-0151;Занята;4080.0;21;15;;2023.02.08
1071;019-0480;Свободна, передана;14919.0;10;8;420.0;2023.02.08
1072;019-0431;Свободна, передана;19433.4;22;16;188.0;2023.02.08
1073;019-0430;Свободна, не передана;16094.4;23;15;;2023.02.08
1074;019-0463;Свободна, передана;5245.4;24;12;54.0;2023.02.08
1075;020-0710;Свободна, передана;8067.83;8;5;92.0;2023.02.08
1076;020-0708;Свободна, передана;6575.0;25;17;0.0;2023.02.08
1078;019-0471;Свободна, передана;11500.0;20;8;323.0;2023.02.08
1079;019-0675;Свободна, передана;8844.0;26;18;139.0;2023.02.08
1080;020-0712;Свободна, передана;6671.21;8;5;83.0;2023.02.08
1081;020-0709;Свободна, не передана;6848.84;27;1;86.0;2023.02.08
1082;021-0050;;;0;0;;2023.02.08
1083;020-0683;Свободна, не передана;7515.86;27;1;34.0;2023.02.08
1084;021-0049;;;0;0;;2023.02.08
1085;021-0781;Свободна, не передана;8226.4;2;0;;2023.02.08
1086;021-0048;Свободна, не передана;10320.0;6;0;;2023.02.08
1088;020-0711;Свободна, передана;7265.0;28;19;27.0;2023.02.08
1089;019-0594;Занята;17488.0;1;2;;2023.02.08
1090;020-0156;Занята;13288.0;21;15;;2023.02.08
1091;020-0149;Свободна, передана;2812.0;8;5;74.0;2023.02.08
1092;019-0676;Свободна, не передана;6291.0;29;20;120.0;2023.02.08
1093;020-0779;Свободна, передана;2992.5;26;18;10.0;2023.02.08
1094;019-0674;Занята;9030.0;6;0;;2023.02.08
1096;019-0589;Занята;3751.1;1;2;;2023.02.08
1098;020-0157;Занята;7243.9;30;7;52.0;2023.02.08
1099;019-0476;Свободна, передана;5429.0;31;19;3.0;2023.02.08
1100;019-0470;Свободна, передана;15050.0;18;21;63.0;2023.02.08
1102;017-0527;Занята;14784.0;8;5;;2023.02.08
1103;017-0520;Свободна, не передана;6367.0;8;5;;2023.02.08
1106;021-0548;Занята;4037.0;32;0;;2023.02.08
1014;022-0043;;;0;0;;2023.02.09
1015;022-0629;;;0;1;;2023.02.09
1016;022-0170;Свободна, передана;16402.54;1;2;338.0;2023.02.09
1018;021-0549;Занята;;0;0;;2023.02.09
1019;022-0526;Занята;18100.0;0;0;;2023.02.09
1020;022-0520;Свободна, не передана;27225.0;0;0;;2023.02.09
1021;022-0519;Свободна, не передана;8307.0;0;0;;2023.02.09
1022;022-0515;Занята;5500.0;0;0;;2023.02.09
1023;022-0513;Свободна, не передана;6892.0;0;0;;2023.02.09
1024;022-0527;Не передана;9850.0;0;0;;2023.02.09
1025;022-0522;Не передана;13260.0;0;0;;2023.02.09
1026;022-0518;Занята;6000.0;0;0;;2023.02.09
1027;022-0631;;;0;2;;2023.02.09
1028;021-0550;Занята;1977.5;2;0;;2023.02.09
1029;022-0355;Не передана под снос (для объектов сноса);;1;2;;2023.02.09
1030;022-0592;;3956.0;3;0;;2023.02.09
1031;022-0525;Не передана;9900.0;0;0;;2023.02.09
1032;022-0707;;;0;0;;2023.02.09
1033;022-0630;;;0;0;;2023.02.09
1034;022-0523;;27225.0;0;0;;2023.02.09
1036;022-0524;Занята;6800.0;0;0;;2023.02.09
1037;022-0528;Занята;12225.0;0;0;;2023.02.09
1038;022-0354;Занята;20271.0;0;0;;2023.02.09
1039;022-0176;Не передана;17000.0;4;0;;2023.02.09
1040;022-0172;Свободна, передана;;5;3;;2023.02.09
1041;020-0776;Свободна, не передана;3328.02;6;0;;2023.02.09
1042;022-0171;Свободна, передана;6671.21;1;2;165.0;2023.02.09
1043;022-0517;Занята;7000.0;0;0;;2023.02.09
1046;019-0668;Свободна, передана;2766.4;7;4;41.0;2023.02.09
1047;019-0464;Свободна, передана;11837.18;8;5;94.0;2023.02.09
1049;020-0720;Свободна, передана;20164.69;9;6;238.0;2023.02.09
1050;020-0719;Свободна, передана;5149.6;2;7;90.0;2023.02.09
1051;019-0466;Свободна, передана;5270.32;10;1;17.0;2023.02.09
1052;019-0429;Свободна, передана;11410.0;11;7;79.0;2023.02.09
1053;020-0155;Свободна, не передана;16484.0;8;5;;2023.02.09
1054;019-0428;Свободна, передана;9067.1;12;4;42.0;2023.02.09
1055;020-0684;Занята;2488.6;1;2;;2023.02.09
1056;019-0467;Свободна, передана;11215.0;10;8;70.0;2023.02.09
1057;019-0482;Свободна, снос завершен (для объектов сноса);16442.0;10;8;;2023.02.09
1059;019-0481;Свободна, передана;15122.0;13;9;184.0;2023.02.09
1060;019-0473;Свободна, передана;11507.82;14;10;0.0;2023.02.09
1061;019-0472;Свободна, передана;5318.0;15;11;9.0;2023.02.09
1063;019-0477;Свободна, передана;3592.7;16;12;67.0;2023.02.09
1064;019-0474;Свободна, передана;11561.12;17;13;339.0;2023.02.09
1065;019-0475;Свободна, передана;12032.12;18;14;305.0;2023.02.09
1066;019-0465;Свободна, передана;4624.3;10;8;20.0;2023.02.09
1067;019-0483;Свободна, передана;16366.63;19;11;306.0;2023.02.09
1068;019-0469;Свободна, передана;9411.0;20;1;162.0;2023.02.09
1069;019-0478;Свободна, передана;21197.0;20;3;97.0;2023.02.09
1070;020-0151;Занята;4080.0;21;15;;2023.02.09
1071;019-0480;Свободна, передана;14919.0;10;8;420.0;2023.02.09
1072;019-0431;Свободна, передана;19433.4;22;16;188.0;2023.02.09
1073;019-0430;Свободна, не передана;16094.4;23;15;;2023.02.09
1074;019-0463;Свободна, передана;5245.4;24;12;54.0;2023.02.09
1075;020-0710;Свободна, передана;8067.83;8;5;92.0;2023.02.09
1076;020-0708;Свободна, передана;6575.0;25;17;0.0;2023.02.09
1078;019-0471;Свободна, передана;11500.0;20;8;323.0;2023.02.09
1079;019-0675;Свободна, передана;8844.0;26;18;139.0;2023.02.09
1080;020-0712;Свободна, передана;6671.21;8;5;83.0;2023.02.09
1081;020-0709;Свободна, не передана;6848.84;27;1;86.0;2023.02.09
1082;021-0050;;;0;0;;2023.02.09
1083;020-0683;Свободна, не передана;7515.86;27;1;34.0;2023.02.09
1084;021-0049;;;0;0;;2023.02.09
1085;021-0781;Свободна, не передана;8226.4;2;0;;2023.02.09
1086;021-0048;Свободна, не передана;10320.0;6;0;;2023.02.09
1088;020-0711;Свободна, передана;7265.0;28;19;27.0;2023.02.09
1089;019-0594;Занята;17488.0;1;2;;2023.02.09
1090;020-0156;Занята;13288.0;21;15;;2023.02.09
1091;020-0149;Свободна, передана;2812.0;8;5;92.0;2023.02.09
1092;019-0676;Свободна, не передана;6291.0;29;20;120.0;2023.02.09
1093;020-0779;Свободна, передана;2992.5;26;18;10.0;2023.02.09
1094;019-0674;Занята;9030.0;6;0;;2023.02.09
1096;019-0589;Занята;3751.1;1;2;;2023.02.09
1098;020-0157;Занята;7243.9;30;7;52.0;2023.02.09
1099;019-0476;Свободна, передана;5429.0;31;19;3.0;2023.02.09
1100;019-0470;Свободна, передана;15050.0;18;21;63.0;2023.02.09
1102;017-0527;Занята;14784.0;8;5;;2023.02.09
1103;017-0520;Свободна, не передана;6367.0;8;5;;2023.02.09
1106;021-0548;Занята;4037.0;32;0;;2023.02.09
1014;022-0043;;;0;0;;2023.02.10
1015;022-0629;;;0;1;;2023.02.10
1016;022-0170;Свободна, передана;16402.54;1;2;338.0;2023.02.10
1018;021-0549;Занята;;0;0;;2023.02.10
1019;022-0526;Занята;18100.0;0;0;;2023.02.10
1020;022-0520;Свободна, не передана;27225.0;0;0;;2023.02.10
1021;022-0519;Свободна, не передана;8307.0;0;0;;2023.02.10
1022;022-0515;Занята;5500.0;0;0;;2023.02.10
1023;022-0513;Свободна, не передана;6892.0;0;0;;2023.02.10
1024;022-0527;Не передана;9850.0;0;0;;2023.02.10
1025;022-0522;Не передана;13260.0;0;0;;2023.02.10
1026;022-0518;Занята;6000.0;0;0;;2023.02.10
1027;022-0631;;;0;2;;2023.02.10
1028;021-0550;Занята;1977.5;2;0;;2023.02.10
1029;022-0355;Не передана под снос (для объектов сноса);;1;2;;2023.02.10
1030;022-0592;;3956.0;3;0;;2023.02.10
1031;022-0525;Не передана;9900.0;0;0;;2023.02.10
1032;022-0707;;;0;0;;2023.02.10
1033;022-0630;;;0;0;;2023.02.10
1034;022-0523;;27225.0;0;0;;2023.02.10
1036;022-0524;Занята;6800.0;0;0;;2023.02.10
1037;022-0528;Занята;12225.0;0;0;;2023.02.10
1038;022-0354;Занята;20271.0;0;0;;2023.02.10
1039;022-0176;Не передана;17000.0;4;0;;2023.02.10
1040;022-0172;Свободна, передана;;5;3;;2023.02.10
1041;020-0776;Свободна, не передана;3328.02;6;0;;2023.02.10
1042;022-0171;Свободна, передана;6671.21;1;2;165.0;2023.02.10
1043;022-0517;Занята;7000.0;0;0;;2023.02.10
1046;019-0668;Свободна, передана;2766.4;7;4;41.0;2023.02.10
1047;019-0464;Свободна, передана;11837.18;8;5;94.0;2023.02.10
1049;020-0720;Свободна, передана;20164.69;9;6;238.0;2023.02.10
1050;020-0719;Свободна, передана;5149.6;2;7;90.0;2023.02.10
1051;019-0466;Свободна, передана;5270.32;10;1;17.0;2023.02.10
1052;019-0429;Свободна, передана;11410.0;11;7;79.0;2023.02.10
1053;020-0155;Свободна, не передана;16484.0;8;5;;2023.02.10
1054;019-0428;Свободна, передана;9067.1;12;4;42.0;2023.02.10
1055;020-0684;Занята;2488.6;1;2;;2023.02.10
1056;019-0467;Свободна, передана;11215.0;10;8;70.0;2023.02.10
1057;019-0482;Свободна, снос завершен (для объектов сноса);16442.0;10;8;;2023.02.10
1059;019-0481;Свободна, передана;15122.0;13;9;184.0;2023.02.10
1060;019-0473;Свободна, передана;11507.82;14;10;0.0;2023.02.10
1061;019-0472;Свободна, передана;5318.0;15;11;9.0;2023.02.10
1063;019-0477;Свободна, передана;3592.7;16;12;67.0;2023.02.10
1064;019-0474;Свободна, передана;11561.12;17;13;339.0;2023.02.10
1065;019-0475;Свободна, передана;12032.12;18;14;305.0;2023.02.10
1066;019-0465;Свободна, передана;4624.3;10;8;20.0;2023.02.10
1067;019-0483;Свободна, передана;16366.63;19;11;306.0;2023.02.10
1068;019-0469;Свободна, передана;9411.0;20;1;162.0;2023.02.10
1069;019-0478;Свободна, передана;21197.0;20;3;97.0;2023.02.10
1070;020-0151;Занята;4080.0;21;15;;2023.02.10
1071;019-0480;Свободна, передана;14919.0;10;8;420.0;2023.02.10
1072;019-0431;Свободна, передана;19433.4;22;16;188.0;2023.02.10
1073;019-0430;Свободна, не передана;16094.4;23;15;;2023.02.10
1074;019-0463;Свободна, передана;5245.4;24;12;54.0;2023.02.10
1075;020-0710;Свободна, передана;8067.83;8;5;92.0;2023.02.10
1076;020-0708;Свободна, передана;6575.0;25;17;0.0;2023.02.10
1078;019-0471;Свободна, передана;11500.0;20;8;323.0;2023.02.10
1079;019-0675;Свободна, передана;8844.0;26;18;139.0;2023.02.10
1080;020-0712;Свободна, передана;6671.21;8;5;83.0;2023.02.10
1081;020-0709;Свободна, не передана;6848.84;27;1;86.0;2023.02.10
1082;021-0050;;;0;0;;2023.02.10
1083;020-0683;Свободна, не передана;7515.86;27;1;34.0;2023.02.10
1084;021-0049;;;0;0;;2023.02.10
1085;021-0781;Свободна, не передана;8226.4;2;0;;2023.02.10
1086;021-0048;Свободна, не передана;10320.0;6;0;;2023.02.10
1088;020-0711;Свободна, передана;7265.0;28;19;27.0;2023.02.10
1089;019-0594;Занята;17488.0;1;2;;2023.02.10
1090;020-0156;Занята;13288.0;21;15;;2023.02.10
1091;020-0149;Свободна, передана;2812.0;8;5;92.0;2023.02.10
1092;019-0676;Свободна, не передана;6291.0;29;20;120.0;2023.02.10
1093;020-0779;Свободна, передана;2992.5;26;18;10.0;2023.02.10
1094;019-0674;Занята;9030.0;6;0;;2023.02.10
1096;019-0589;Занята;3751.1;1;2;;2023.02.10
1098;020-0157;Занята;7243.9;30;7;52.0;2023.02.10
1099;019-0476;Свободна, передана;5429.0;31;19;3.0;2023.02.10
1100;019-0470;Свободна, передана;15050.0;18;21;63.0;2023.02.10
1102;017-0527;Занята;14784.0;8;5;;2023.02.10
1103;017-0520;Свободна, не передана;6367.0;8;5;;2023.02.10
1106;021-0548;Занята;4037.0;32;0;;2023.02.10
1014;022-0043;;;0;0;;2023.02.12
1015;022-0629;;;0;1;;2023.02.12
1016;022-0170;Свободна, передана;16402.54;1;2;338.0;2023.02.12
1018;021-0549;Занята;;0;0;;2023.02.12
1019;022-0526;Занята;18100.0;0;0;;2023.02.12
1020;022-0520;Свободна, не передана;27225.0;0;0;;2023.02.12
1021;022-0519;Свободна, не передана;8307.0;0;0;;2023.02.12
1022;022-0515;Занята;5500.0;0;0;;2023.02.12
1023;022-0513;Свободна, не передана;6892.0;0;0;;2023.02.12
1024;022-0527;Не передана;9850.0;0;0;;2023.02.12
1025;022-0522;Не передана;13260.0;0;0;;2023.02.12
1026;022-0518;Занята;6000.0;0;0;;2023.02.12
1027;022-0631;;;0;2;;2023.02.12
1028;021-0550;Занята;1977.5;2;0;;2023.02.12
1029;022-0355;Не передана под снос (для объектов сноса);;1;2;;2023.02.12
1030;022-0592;;3956.0;3;0;;2023.02.12
1031;022-0525;Не передана;9900.0;0;0;;2023.02.12
1032;022-0707;;;0;0;;2023.02.12
1033;022-0630;;;0;0;;2023.02.12
1034;022-0523;;27225.0;0;0;;2023.02.12
1036;022-0524;Занята;6800.0;0;0;;2023.02.12
1037;022-0528;Занята;12225.0;0;0;;2023.02.12
1038;022-0354;Занята;20271.0;0;0;;2023.02.12
1039;022-0176;Не передана;17000.0;4;0;;2023.02.12
1040;022-0172;Свободна, передана;;5;3;;2023.02.12
1041;020-0776;Свободна, не передана;3328.02;6;0;;2023.02.12
1042;022-0171;Свободна, передана;6671.21;1;2;165.0;2023.02.12
1043;022-0517;Занята;7000.0;0;0;;2023.02.12
1046;019-0668;Свободна, передана;2766.4;7;4;41.0;2023.02.12
1047;019-0464;Свободна, передана;11837.18;8;5;94.0;2023.02.12
1049;020-0720;Свободна, передана;20164.69;9;6;238.0;2023.02.12
1050;020-0719;Свободна, передана;5149.6;2;7;90.0;2023.02.12
1051;019-0466;Свободна, передана;5270.32;10;1;17.0;2023.02.12
1052;019-0429;Свободна, передана;11410.0;11;7;79.0;2023.02.12
1053;020-0155;Свободна, не передана;16484.0;8;5;;2023.02.12
1054;019-0428;Свободна, передана;9067.1;12;4;42.0;2023.02.12
1055;020-0684;Занята;2488.6;1;2;;2023.02.12
1056;019-0467;Свободна, передана;11215.0;10;8;70.0;2023.02.12
1057;019-0482;Свободна, снос завершен (для объектов сноса);16442.0;10;8;;2023.02.12
1059;019-0481;Свободна, передана;15122.0;13;9;184.0;2023.02.12
